year,month,intent,police,sex,age,race,hispanic,place,education
2012,4,2,0,1,56.0,4,100,1,4.0
2012,3,2,0,1,42.0,4,100,1,2.0
2012,2,1,0,1,24.0,1,100,8,2.0
2012,3,1,0,1,30.0,1,100,9,2.0
2012,5,2,0,1,63.0,4,100,1,4.0
2012,2,2,0,1,22.0,1,100,8,2.0
2012,5,2,0,0,46.0,4,100,1,1.0
2012,3,2,0,1,26.0,4,100,1,4.0
2012,5,2,0,1,40.0,4,100,1,2.0
2012,3,2,0,0,71.0,4,100,1,2.0
2012,3,2,0,1,28.0,4,100,1,2.0
2012,3,1,0,1,21.0,1,100,3,1.0
2012,5,2,0,1,29.0,4,100,1,2.0
2012,5,2,0,1,46.0,4,100,1,2.0
2012,4,2,0,1,26.0,4,100,1,2.0
2012,5,2,0,1,31.0,4,100,1,3.0
2012,4,2,0,1,76.0,4,100,1,3.0
2012,3,1,0,1,18.0,1,100,1,1.0
2012,4,2,0,1,57.0,4,100,1,2.0
2012,5,2,0,1,79.0,1,100,1,2.0
2012,4,1,0,1,53.0,1,100,1,2.0
2012,2,2,0,1,23.0,1,100,9,3.0
2012,3,2,0,1,79.0,4,100,1,4.0
2012,4,1,0,1,41.0,4,100,1,2.0
2012,3,1,0,1,19.0,1,100,8,2.0
2012,2,2,0,1,60.0,4,100,1,5.0
2012,3,2,0,1,50.0,4,100,1,2.0
2012,5,2,0,1,53.0,4,100,3,3.0
2012,5,1,0,1,58.0,4,100,1,4.0
2012,5,2,0,1,83.0,4,100,1,2.0
2012,5,2,0,1,62.0,4,100,1,3.0
2012,5,2,0,1,75.0,4,100,1,2.0
2012,2,2,0,1,50.0,4,100,3,4.0
2012,4,2,0,1,25.0,4,100,1,2.0
2012,5,2,0,1,45.0,4,100,1,3.0
2012,5,1,0,1,16.0,4,100,1,1.0
2012,4,2,0,1,67.0,4,100,1,1.0
2012,4,2,0,1,62.0,4,100,1,2.0
2012,5,2,0,1,55.0,4,100,1,1.0
2012,4,1,0,1,24.0,1,100,6,1.0
2012,4,2,0,1,22.0,1,100,8,2.0
2012,4,1,0,1,18.0,1,100,8,1.0
2012,2,1,0,1,13.0,1,100,1,1.0
2012,4,2,0,0,37.0,4,100,1,2.0
2012,4,1,0,1,63.0,2,211,1,1.0
2012,3,1,0,1,19.0,1,100,1,1.0
2012,2,1,0,1,48.0,1,100,9,2.0
2012,4,2,0,1,43.0,4,100,3,2.0
2012,3,2,0,1,60.0,1,100,1,4.0
2012,4,2,0,1,81.0,4,100,1,4.0
2012,4,1,0,1,25.0,1,100,3,2.0
2012,3,2,0,1,24.0,4,100,1,1.0
2012,3,1,0,1,48.0,1,100,8,2.0
2012,4,1,0,1,45.0,0,100,9,4.0
2012,4,2,0,0,44.0,1,100,3,4.0
2012,5,2,0,1,58.0,4,100,3,5.0
2012,4,1,0,1,47.0,2,210,9,2.0
2012,4,2,0,1,76.0,4,100,1,3.0
2012,3,1,0,1,15.0,4,100,1,1.0
2012,5,2,0,1,69.0,4,100,1,3.0
2012,4,1,0,1,31.0,1,100,8,1.0
2012,5,2,0,1,78.0,4,100,1,4.0
2012,5,2,0,1,63.0,4,100,1,3.0
2012,4,1,0,1,51.0,2,260,9,3.0
2012,5,2,0,0,50.0,4,100,3,2.0
2012,5,2,0,1,40.0,4,100,1,4.0
2012,5,0,0,1,66.0,4,100,1,3.0
2012,5,2,0,1,34.0,4,100,1,2.0
2012,4,2,0,1,54.0,4,100,3,3.0
2012,5,2,0,1,51.0,4,100,1,3.0
2012,3,1,0,1,21.0,1,100,4,1.0
2012,4,2,0,1,31.0,1,100,1,3.0
2012,3,2,0,1,63.0,4,100,3,5.0
2012,4,1,0,1,28.0,1,100,1,2.0
2012,4,1,0,1,19.0,4,100,3,1.0
2012,5,2,0,1,57.0,4,100,1,1.0
2012,5,2,0,1,52.0,4,100,1,2.0
2012,3,2,0,1,26.0,4,100,1,4.0
2012,2,1,0,1,62.0,4,100,2,4.0
2012,6,2,0,1,43.0,4,100,1,4.0
2012,5,1,0,1,36.0,1,100,1,1.0
2012,4,1,0,1,34.0,1,100,8,1.0
2012,5,1,0,1,63.0,4,100,1,4.0
2012,5,1,0,1,23.0,4,100,1,2.0
2012,5,2,0,0,64.0,4,100,1,2.0
2012,5,1,0,1,24.0,1,100,3,1.0
2012,4,2,0,1,83.0,1,100,1,1.0
2012,5,2,0,1,64.0,4,100,1,4.0
2012,4,2,0,1,60.0,4,100,1,3.0
2012,4,1,0,1,23.0,1,100,3,2.0
2012,4,2,0,1,29.0,1,100,1,2.0
2012,4,0,0,1,39.0,4,100,1,4.0
2012,6,2,0,1,32.0,4,100,1,3.0
2012,5,1,0,1,38.0,1,100,9,1.0
2012,5,2,0,0,46.0,4,100,1,2.0
2012,4,1,0,1,31.0,2,210,1,2.0
2012,4,2,0,1,51.0,4,100,1,4.0
2012,4,2,0,1,35.0,1,100,1,2.0
2012,4,1,0,1,21.0,1,100,1,1.0
2012,5,2,0,1,72.0,4,100,1,1.0
2012,6,2,0,1,20.0,4,100,5,1.0
2012,6,2,0,1,53.0,4,100,1,4.0
2012,2,2,0,1,22.0,1,100,3,3.0
2012,3,2,0,1,85.0,4,100,0,3.0
2012,4,2,0,1,56.0,4,100,3,4.0
2012,4,2,0,1,58.0,4,100,9,4.0
2012,6,2,0,1,75.0,4,100,1,4.0
2012,1,1,0,1,23.0,4,100,1,3.0
2012,5,1,0,1,59.0,1,100,1,2.0
2012,4,2,0,1,70.0,4,100,1,5.0
2012,5,2,0,0,54.0,4,100,1,1.0
2012,6,2,0,1,52.0,0,100,1,1.0
2012,5,2,0,1,54.0,4,100,1,2.0
2012,3,1,0,1,18.0,1,100,8,2.0
2012,5,1,0,1,12.0,4,100,1,1.0
2012,6,1,0,0,18.0,4,100,1,5.0
2012,4,1,0,1,20.0,1,100,8,2.0
2012,5,2,0,1,41.0,4,100,1,1.0
2012,5,2,0,1,48.0,1,100,1,3.0
2012,4,1,0,1,19.0,1,100,8,2.0
2012,6,2,0,1,59.0,4,100,3,4.0
2012,6,1,0,1,31.0,1,100,8,1.0
2012,2,1,0,1,25.0,1,100,4,3.0
2012,4,2,0,0,14.0,4,100,1,1.0
2012,6,2,0,0,57.0,4,100,1,4.0
2012,6,2,0,1,22.0,1,100,3,2.0
2012,5,2,0,1,61.0,4,100,1,4.0
2012,5,2,0,0,44.0,4,100,1,1.0
2012,6,2,0,1,31.0,2,270,1,2.0
2012,1,2,0,1,53.0,4,100,1,2.0
2012,6,2,0,1,58.0,4,100,1,2.0
2012,5,2,0,1,17.0,1,100,1,1.0
2012,2,0,0,0,47.0,1,100,1,5.0
2012,5,1,0,1,28.0,0,100,6,4.0
2012,1,2,0,1,61.0,4,100,1,3.0
2012,6,2,0,0,35.0,4,100,1,3.0
2012,6,2,0,1,72.0,4,100,1,4.0
2012,6,0,0,1,39.0,0,100,3,2.0
2012,5,2,0,1,66.0,4,100,1,2.0
2012,6,1,0,1,40.0,1,100,1,1.0
2012,4,1,0,1,29.0,1,100,1,2.0
2012,5,2,0,1,79.0,4,100,1,3.0
2012,4,2,0,1,58.0,1,100,1,3.0
2012,6,1,0,1,24.0,1,100,6,1.0
2012,6,2,0,1,93.0,4,100,1,2.0
2012,6,2,0,1,55.0,4,100,1,2.0
2012,6,0,0,1,26.0,4,100,1,2.0
2012,6,2,0,1,31.0,4,100,1,4.0
2012,6,1,0,0,51.0,4,100,1,3.0
2012,6,2,0,1,69.0,4,100,1,2.0
2012,6,2,0,1,25.0,4,100,1,2.0
2012,4,1,0,1,33.0,1,100,1,1.0
2012,6,2,0,1,58.0,4,100,1,4.0
2012,5,2,0,1,67.0,4,100,1,3.0
2012,6,2,0,1,41.0,4,100,1,2.0
2012,6,1,0,0,18.0,1,100,1,2.0
2012,5,1,0,1,27.0,1,100,4,2.0
2012,6,1,0,1,7.0,1,100,4,1.0
2012,5,2,0,1,77.0,1,100,8,1.0
2012,4,1,0,1,19.0,1,100,3,1.0
2012,5,1,0,0,32.0,4,100,1,1.0
2012,6,2,0,1,62.0,4,100,1,4.0
2012,5,1,0,1,60.0,1,100,8,2.0
2012,7,2,0,0,72.0,4,100,1,3.0
2012,4,1,0,1,19.0,1,100,8,2.0
2012,7,1,0,0,65.0,4,100,1,4.0
2012,7,2,0,1,39.0,4,100,1,1.0
2012,7,2,0,1,29.0,4,100,4,5.0
2012,5,2,0,0,44.0,4,100,1,2.0
2012,6,2,0,1,59.0,4,100,1,3.0
2012,5,2,0,1,47.0,4,100,3,2.0
2012,7,1,0,1,22.0,1,100,9,3.0
2012,7,1,0,1,39.0,1,100,1,1.0
2012,5,1,0,1,56.0,1,100,1,1.0
2012,3,1,0,1,25.0,1,100,9,2.0
2012,7,2,0,1,93.0,4,100,1,1.0
2012,5,2,0,1,26.0,4,100,8,1.0
2012,5,2,0,1,25.0,0,100,1,3.0
2012,7,0,0,0,2.0,4,100,1,1.0
2012,3,2,0,1,62.0,1,100,1,2.0
2012,6,1,0,1,31.0,1,100,1,2.0
2012,5,1,0,0,47.0,2,210,3,2.0
2012,7,2,0,1,59.0,4,100,1,4.0
2012,5,1,0,1,22.0,1,100,1,3.0
2012,7,2,0,1,51.0,4,100,1,2.0
2012,6,1,0,1,27.0,1,100,1,1.0
2012,4,1,0,1,37.0,4,100,1,2.0
2012,5,1,0,0,31.0,1,100,1,2.0
2012,5,2,0,1,50.0,4,100,1,2.0
2012,7,2,0,1,69.0,4,100,1,4.0
2012,4,2,0,0,41.0,1,100,1,3.0
2012,5,2,0,0,69.0,4,100,1,4.0
2012,6,2,0,1,79.0,4,100,1,2.0
2012,3,2,0,1,66.0,4,100,1,2.0
2012,7,2,0,1,34.0,4,100,3,3.0
2012,3,1,0,1,26.0,1,100,3,1.0
2012,3,1,0,0,27.0,4,100,1,2.0
2012,5,1,0,1,59.0,4,100,1,1.0
2012,1,1,0,0,56.0,4,100,6,2.0
2012,5,1,0,1,19.0,1,100,8,2.0
2012,7,2,0,1,48.0,4,100,1,5.0
2012,5,2,0,1,44.0,1,100,1,4.0
2012,5,3,0,1,35.0,4,100,1,2.0
2012,4,2,0,1,75.0,4,100,1,2.0
2012,7,2,0,1,28.0,4,100,3,4.0
2012,7,2,0,1,25.0,4,100,1,2.0
2012,5,1,0,1,20.0,1,100,1,1.0
2012,4,3,0,1,62.0,4,100,6,3.0
2012,5,2,0,0,32.0,4,100,3,3.0
2012,6,2,0,1,85.0,4,100,1,4.0
2012,7,1,0,1,24.0,1,100,8,2.0
2012,5,0,0,1,47.0,1,100,4,2.0
2012,5,2,0,0,48.0,4,100,1,3.0
2012,7,1,0,1,20.0,1,100,4,2.0
2012,5,1,0,1,19.0,1,100,8,1.0
2012,7,0,0,1,0.0,1,100,4,5.0
2012,7,2,0,1,59.0,4,100,1,2.0
2012,7,2,0,1,30.0,4,100,3,2.0
2012,5,2,0,1,55.0,4,100,3,3.0
2012,6,2,0,1,87.0,4,100,1,2.0
2012,5,2,0,0,45.0,1,100,1,3.0
2012,7,1,0,0,39.0,4,100,1,1.0
2012,6,2,0,1,33.0,2,210,3,2.0
2012,6,1,0,1,34.0,1,100,1,2.0
2012,3,1,0,1,32.0,1,100,8,2.0
2012,7,1,0,1,31.0,4,100,1,3.0
2012,5,2,0,1,51.0,4,100,1,2.0
2012,6,2,0,0,64.0,4,100,1,3.0
2012,5,2,0,1,61.0,4,100,1,2.0
2012,5,1,0,0,39.0,2,234,3,3.0
2012,5,2,0,0,53.0,4,100,1,2.0
2012,5,1,0,1,39.0,1,100,1,1.0
2012,3,1,0,1,36.0,1,100,8,3.0
2012,4,2,0,0,43.0,4,100,3,2.0
2012,7,2,0,1,73.0,4,100,1,1.0
2012,3,1,0,1,32.0,1,100,3,3.0
2012,7,1,0,1,55.0,1,100,3,1.0
2012,5,2,0,1,60.0,4,100,1,2.0
2012,7,2,0,0,56.0,4,100,1,1.0
2012,7,2,0,1,32.0,1,100,1,3.0
2012,7,2,0,1,85.0,4,100,1,2.0
2012,7,2,0,1,58.0,4,100,1,2.0
2012,3,2,0,0,51.0,4,100,1,4.0
2012,4,1,0,0,48.0,4,100,1,3.0
2012,4,2,0,1,44.0,4,100,1,1.0
2012,7,2,0,1,50.0,4,100,1,3.0
2012,5,2,0,1,39.0,4,100,3,1.0
2012,5,1,0,1,55.0,4,100,1,4.0
2012,6,2,0,0,39.0,1,100,1,4.0
2012,7,2,0,1,32.0,1,100,1,2.0
2012,3,2,0,0,63.0,4,100,1,2.0
2012,5,1,0,1,26.0,1,100,1,2.0
2012,5,2,0,1,55.0,0,100,3,1.0
2012,4,1,0,0,28.0,1,100,8,2.0
2012,8,2,0,1,65.0,4,100,1,1.0
2012,6,1,0,1,22.0,4,100,1,1.0
2012,8,1,0,1,30.0,1,100,3,1.0
2012,8,2,0,1,53.0,4,100,3,3.0
2012,5,2,0,0,57.0,4,100,1,3.0
2012,5,2,0,1,54.0,3,100,1,1.0
2012,1,2,0,1,62.0,4,100,1,3.0
2012,5,2,0,1,41.0,4,100,1,4.0
2012,6,1,0,0,11.0,4,100,4,1.0
2012,8,2,0,1,32.0,4,100,3,2.0
2012,7,1,0,1,34.0,1,100,8,2.0
2012,6,1,0,1,28.0,1,100,3,2.0
2012,5,2,0,1,50.0,4,100,3,2.0
2012,6,1,0,0,45.0,4,100,1,2.0
2012,6,2,0,1,28.0,4,100,1,2.0
2012,4,1,0,1,40.0,1,100,3,1.0
2012,8,2,0,0,38.0,1,100,1,5.0
2012,7,1,0,0,6.0,4,100,1,1.0
2012,8,1,0,1,22.0,4,100,1,2.0
2012,6,2,0,1,20.0,4,100,8,2.0
2012,5,0,0,1,18.0,4,100,1,1.0
2012,7,2,0,1,22.0,4,100,6,4.0
2012,8,2,0,1,88.0,4,100,1,5.0
2012,5,1,0,1,21.0,2,211,3,1.0
2012,6,0,0,1,32.0,4,100,3,2.0
2012,7,2,0,1,59.0,4,100,1,3.0
2012,6,1,0,1,33.0,1,100,1,2.0
2012,7,1,0,0,23.0,4,100,1,5.0
2012,6,1,0,1,21.0,4,100,3,2.0
2012,8,2,0,1,53.0,4,100,1,5.0
2012,6,2,0,0,71.0,4,100,1,2.0
2012,6,2,0,1,85.0,4,100,1,3.0
2012,6,1,0,1,19.0,1,100,9,2.0
2012,7,1,0,1,65.0,4,100,1,1.0
2012,5,1,0,1,33.0,1,100,1,5.0
2012,6,2,0,1,58.0,1,100,1,3.0
2012,8,2,0,1,13.0,4,100,1,1.0
2012,6,1,0,1,54.0,4,100,1,2.0
2012,6,2,0,1,58.0,4,100,1,3.0
2012,5,2,0,1,33.0,1,100,4,2.0
2012,6,1,0,1,27.0,2,260,3,2.0
2012,5,2,0,1,32.0,2,270,9,2.0
2012,6,1,0,1,20.0,1,100,1,3.0
2012,7,2,0,1,31.0,1,100,8,3.0
2012,6,1,0,1,30.0,2,210,1,2.0
2012,4,1,0,0,34.0,4,100,1,1.0
2012,8,2,0,1,34.0,1,100,8,1.0
2012,8,2,0,1,50.0,4,100,1,2.0
2012,5,2,0,1,55.0,4,100,1,2.0
2012,7,1,0,0,19.0,1,100,1,1.0
2012,6,2,0,0,54.0,4,100,1,4.0
2012,5,1,0,1,19.0,1,100,3,1.0
2012,2,2,0,1,25.0,4,100,1,2.0
2012,8,1,0,0,44.0,4,100,1,2.0
2012,8,2,0,1,49.0,4,100,1,5.0
2012,8,2,0,1,33.0,4,100,1,1.0
2012,6,2,0,1,65.0,4,100,1,2.0
2012,3,2,0,1,38.0,0,100,3,1.0
2012,5,2,0,1,64.0,1,100,1,5.0
2012,4,2,0,1,51.0,1,100,1,5.0
2012,7,2,0,1,56.0,4,100,1,4.0
2012,7,1,0,1,36.0,1,100,3,2.0
2012,6,2,0,1,71.0,4,100,1,4.0
2012,8,2,0,1,64.0,4,100,1,4.0
2012,7,0,0,1,10.0,1,100,1,1.0
2012,7,2,0,1,37.0,4,100,1,4.0
2012,8,2,0,1,17.0,1,100,8,1.0
2012,8,2,0,1,41.0,4,100,1,1.0
2012,6,1,0,1,19.0,1,100,1,2.0
2012,6,2,0,1,49.0,4,100,1,4.0
2012,8,2,0,1,22.0,4,100,3,2.0
2012,6,2,0,1,47.0,4,100,4,1.0
2012,7,2,0,1,47.0,4,100,1,4.0
2012,6,1,0,0,71.0,4,100,1,2.0
2012,8,2,0,1,62.0,4,100,1,3.0
2012,8,1,0,1,65.0,1,100,1,1.0
2012,7,2,0,1,32.0,1,100,1,3.0
2012,7,0,0,1,66.0,4,100,1,3.0
2012,8,1,0,1,20.0,1,100,9,2.0
2012,8,2,0,1,93.0,4,100,1,2.0
2012,8,2,0,1,19.0,4,100,1,2.0
2012,5,2,0,0,57.0,4,100,3,3.0
2012,5,1,0,1,25.0,1,100,3,3.0
2012,8,2,0,1,75.0,4,100,1,2.0
2012,6,2,0,1,61.0,4,100,1,3.0
2012,7,1,0,1,62.0,4,100,9,4.0
2012,5,2,0,1,31.0,1,100,1,3.0
2012,7,2,0,1,62.0,4,100,1,4.0
2012,7,1,0,1,33.0,1,100,8,1.0
2012,8,2,0,0,51.0,4,100,1,4.0
2012,8,1,0,0,26.0,1,100,1,3.0
2012,8,2,0,0,56.0,4,100,1,2.0
2012,7,2,0,1,55.0,4,100,1,1.0
2012,6,0,0,1,37.0,1,100,1,2.0
2012,7,1,0,1,21.0,1,100,1,2.0
2012,6,1,0,1,29.0,1,100,1,1.0
2012,6,1,0,1,39.0,1,100,1,2.0
2012,7,2,0,1,49.0,4,100,3,2.0
2012,3,1,0,1,10.0,4,100,1,1.0
2012,6,1,0,1,19.0,1,100,4,2.0
2012,8,1,0,1,40.0,1,100,1,2.0
2012,6,1,0,1,22.0,4,100,1,1.0
2012,8,2,0,1,45.0,4,100,1,2.0
2012,7,2,0,1,48.0,4,100,1,3.0
2012,8,2,0,1,32.0,4,100,1,5.0
2012,7,1,0,0,19.0,4,100,1,3.0
2012,7,2,0,1,49.0,4,100,1,2.0
2012,6,1,0,0,21.0,1,100,8,1.0
2012,8,2,0,1,66.0,4,100,1,2.0
2012,7,1,0,0,46.0,4,100,1,2.0
2012,8,2,0,0,33.0,1,100,1,3.0
2012,7,1,0,1,36.0,1,100,1,1.0
2012,7,3,0,0,71.0,4,100,1,3.0
2012,7,2,0,1,24.0,1,100,1,2.0
2012,8,2,0,0,70.0,4,100,1,2.0
2012,8,2,0,0,50.0,4,100,1,3.0
2012,9,2,0,0,47.0,4,100,9,3.0
2012,8,2,0,1,24.0,4,100,3,2.0
2012,7,1,0,1,21.0,1,100,1,1.0
2012,7,2,0,1,61.0,4,100,1,5.0
2012,7,2,0,0,40.0,1,100,1,3.0
2012,9,2,0,1,47.0,4,100,1,5.0
2012,9,2,0,1,64.0,4,100,1,4.0
2012,7,1,0,1,34.0,1,100,1,1.0
2012,9,2,0,1,80.0,4,100,1,2.0
2012,7,2,0,1,50.0,4,100,1,1.0
2012,6,2,0,1,43.0,1,100,1,2.0
2012,9,2,0,1,47.0,4,100,3,1.0
2012,8,2,0,1,31.0,4,100,1,3.0
2012,7,2,0,1,44.0,4,100,1,4.0
2012,8,2,0,1,72.0,4,100,1,4.0
2012,8,2,0,1,50.0,4,100,1,2.0
2012,8,1,0,1,23.0,1,100,1,2.0
2012,7,1,0,1,21.0,1,100,3,1.0
2012,8,2,0,1,18.0,4,100,1,1.0
2012,9,1,0,1,34.0,4,100,8,3.0
2012,7,2,0,1,60.0,4,100,1,5.0
2012,9,2,0,1,38.0,1,100,1,3.0
2012,8,1,0,0,34.0,1,100,1,3.0
2012,7,1,0,1,54.0,1,100,8,2.0
2012,7,1,0,1,55.0,1,100,3,1.0
2012,7,1,0,1,23.0,1,100,1,2.0
2012,8,1,0,1,32.0,1,100,9,1.0
2012,9,2,0,1,73.0,4,100,1,3.0
2012,9,1,0,1,49.0,4,100,8,4.0
2012,6,1,0,1,23.0,1,100,3,1.0
2012,7,1,0,1,27.0,1,100,8,3.0
2012,5,1,0,1,18.0,1,100,4,1.0
2012,7,1,0,1,21.0,1,100,3,3.0
2012,9,2,0,1,30.0,1,100,5,2.0
2012,6,1,0,1,37.0,1,100,1,2.0
2012,8,1,0,1,38.0,1,100,1,2.0
2012,6,1,0,1,40.0,1,100,3,3.0
2012,8,2,0,1,23.0,4,100,1,2.0
2012,7,1,0,1,20.0,1,100,5,2.0
2012,6,2,0,1,66.0,4,100,1,3.0
2012,7,2,0,1,62.0,4,100,1,4.0
2012,4,2,0,1,26.0,4,100,1,2.0
2012,8,2,0,1,54.0,4,100,1,2.0
2012,9,2,0,1,60.0,4,100,1,1.0
2012,9,1,0,1,18.0,2,223,9,1.0
2012,9,2,0,1,32.0,4,100,3,3.0
2012,7,2,0,1,79.0,4,100,1,2.0
2012,9,2,0,1,59.0,4,100,1,3.0
2012,8,2,0,0,68.0,4,100,1,3.0
2012,8,1,0,0,37.0,2,226,1,1.0
2012,8,1,0,1,35.0,1,100,1,1.0
2012,9,2,0,1,35.0,4,100,3,2.0
2012,6,1,0,1,19.0,1,100,3,2.0
2012,6,1,0,1,24.0,1,100,1,3.0
2012,9,2,0,1,75.0,4,100,1,1.0
2012,8,2,0,1,55.0,4,100,4,1.0
2012,9,1,0,1,63.0,1,100,1,5.0
2012,9,1,0,1,30.0,4,100,4,4.0
2012,7,1,0,1,30.0,1,100,1,2.0
2012,9,0,0,1,64.0,4,100,3,2.0
2012,8,2,0,1,50.0,2,226,1,1.0
2012,8,2,0,1,72.0,4,100,1,4.0
2012,8,2,0,1,53.0,4,100,1,3.0
2012,7,2,0,1,39.0,4,100,1,3.0
2012,8,1,0,1,18.0,1,100,1,2.0
2012,4,1,0,1,44.0,1,100,1,2.0
2012,7,1,0,1,28.0,1,100,8,1.0
2012,6,2,0,1,79.0,4,100,1,2.0
2012,10,2,0,1,52.0,4,100,1,2.0
2012,8,2,0,1,38.0,4,100,1,2.0
2012,7,1,0,1,63.0,0,100,1,4.0
2012,8,1,0,1,30.0,1,100,3,2.0
2012,10,2,0,1,49.0,4,100,1,2.0
2012,8,2,0,1,65.0,4,100,1,2.0
2012,8,1,0,1,23.0,1,100,1,4.0
2012,8,1,0,1,46.0,0,100,3,5.0
2012,9,2,0,0,37.0,4,100,3,4.0
2012,9,2,0,1,47.0,4,100,1,4.0
2012,9,2,0,0,56.0,4,100,1,4.0
2012,6,1,0,1,40.0,1,100,1,2.0
2012,5,2,0,1,79.0,4,100,1,4.0
2012,8,2,0,1,53.0,4,100,1,3.0
2012,8,1,0,1,35.0,1,100,1,2.0
2012,8,2,0,1,84.0,4,100,1,1.0
2012,4,1,0,1,41.0,1,100,1,1.0
2012,10,1,0,1,33.0,1,100,3,3.0
2012,8,1,0,1,31.0,1,100,3,2.0
2012,8,1,0,1,19.0,1,100,1,2.0
2012,8,1,0,1,31.0,1,100,3,1.0
2012,8,1,0,1,21.0,1,100,8,3.0
2012,8,2,0,1,32.0,4,100,1,4.0
2012,8,1,0,1,26.0,1,100,1,1.0
2012,10,2,0,1,47.0,4,100,1,2.0
2012,6,2,0,1,84.0,4,100,1,2.0
2012,5,1,0,1,41.0,1,100,1,2.0
2012,8,2,0,1,56.0,4,100,1,3.0
2012,9,1,0,1,24.0,1,100,3,2.0
2012,7,1,0,0,30.0,1,100,8,1.0
2012,6,2,0,0,41.0,4,100,1,4.0
2012,6,2,0,1,29.0,4,100,1,4.0
2012,6,1,0,1,21.0,1,100,4,1.0
2012,8,2,0,1,76.0,4,100,1,3.0
2012,8,1,0,1,36.0,1,100,1,2.0
2012,5,1,0,0,31.0,4,100,1,1.0
2012,9,1,0,0,12.0,1,100,1,1.0
2012,9,1,0,1,18.0,1,100,3,1.0
2012,8,2,0,1,15.0,4,100,6,1.0
2012,8,0,0,1,55.0,4,100,3,5.0
2012,7,2,0,1,32.0,1,100,1,3.0
2012,8,2,0,1,52.0,4,100,1,2.0
2012,9,2,0,1,27.0,4,100,1,3.0
2012,10,2,0,0,46.0,4,100,1,2.0
2012,9,1,0,1,34.0,1,100,3,5.0
2012,10,2,0,0,76.0,4,100,1,2.0
2012,6,1,0,1,25.0,1,100,1,3.0
2012,6,2,0,0,65.0,4,100,1,4.0
2012,6,2,0,0,65.0,4,100,1,2.0
2012,8,1,0,1,26.0,1,100,1,2.0
2012,8,1,0,1,59.0,1,100,1,2.0
2012,8,2,0,1,46.0,4,100,1,2.0
2012,8,2,0,1,65.0,0,100,1,2.0
2012,7,2,0,1,56.0,4,100,1,2.0
2012,8,2,0,1,52.0,4,100,1,2.0
2012,7,2,0,1,32.0,4,100,1,1.0
2012,10,2,0,1,56.0,4,100,1,2.0
2012,10,1,0,1,66.0,1,100,4,4.0
2012,8,2,0,1,48.0,1,100,1,3.0
2012,10,1,0,1,56.0,1,100,3,2.0
2012,9,2,0,0,59.0,0,100,4,4.0
2012,8,1,0,0,32.0,1,100,3,1.0
2012,10,1,0,0,58.0,4,100,1,3.0
2012,8,2,0,1,60.0,4,100,1,3.0
2012,10,1,0,1,55.0,4,100,1,2.0
2012,8,1,0,1,22.0,1,100,3,1.0
2012,10,2,0,1,91.0,4,100,1,2.0
2012,10,1,0,1,59.0,4,100,6,4.0
2012,10,2,0,1,78.0,4,100,1,4.0
2012,10,2,0,1,31.0,4,100,1,3.0
2012,10,1,0,1,51.0,4,100,1,1.0
2012,8,2,0,0,69.0,4,100,1,5.0
2012,8,2,0,1,73.0,4,100,1,2.0
2012,10,2,0,1,29.0,1,100,1,1.0
2012,10,2,0,1,62.0,4,100,1,3.0
2012,10,2,0,1,59.0,4,100,1,2.0
2012,8,2,0,1,63.0,4,100,1,3.0
2012,7,2,0,1,28.0,1,100,1,3.0
2012,9,2,0,1,16.0,1,100,1,1.0
2012,8,1,0,1,57.0,1,100,1,3.0
2012,8,1,0,1,50.0,4,100,8,3.0
2012,9,1,0,1,59.0,1,100,8,2.0
2012,10,2,0,1,54.0,4,100,1,3.0
2012,9,1,0,1,34.0,1,100,1,2.0
2012,9,1,0,1,34.0,1,100,1,2.0
2012,10,1,0,1,53.0,1,100,8,2.0
2012,10,2,0,0,33.0,4,100,1,5.0
2012,10,0,0,1,53.0,4,100,1,1.0
2012,10,2,0,1,75.0,1,100,1,1.0
2012,9,1,0,1,46.0,1,100,1,1.0
2012,7,2,0,1,16.0,4,100,6,1.0
2012,9,1,0,1,15.0,1,100,5,1.0
2012,9,2,0,1,63.0,4,100,1,2.0
2012,7,2,0,1,46.0,4,100,8,5.0
2012,10,2,0,1,62.0,4,100,1,4.0
2012,10,2,0,1,16.0,4,100,1,1.0
2012,10,2,0,1,44.0,4,100,3,3.0
2012,11,2,0,1,44.0,4,100,1,3.0
2012,8,0,0,1,45.0,4,100,4,1.0
2012,10,2,0,1,47.0,4,100,1,4.0
2012,8,2,0,0,52.0,4,100,1,1.0
2012,9,2,0,0,46.0,4,100,1,3.0
2012,8,2,0,1,49.0,4,100,6,1.0
2012,9,1,0,1,24.0,4,100,4,3.0
2012,10,2,0,1,50.0,1,100,1,4.0
2012,1,2,0,0,21.0,4,100,9,3.0
2012,11,1,0,1,27.0,1,100,4,3.0
2012,11,1,0,1,34.0,4,100,3,1.0
2012,9,2,0,1,54.0,4,100,3,2.0
2012,9,2,0,1,39.0,4,100,1,1.0
2012,11,2,0,1,51.0,4,100,9,2.0
2012,9,2,0,1,45.0,4,100,1,1.0
2012,10,2,0,0,57.0,4,100,4,4.0
2012,9,2,0,1,57.0,4,100,3,2.0
2012,8,1,0,1,25.0,1,100,1,1.0
2012,11,1,0,1,31.0,1,100,8,2.0
2012,10,2,0,1,32.0,4,100,1,1.0
2012,8,1,0,0,53.0,1,100,9,3.0
2012,7,1,0,0,50.0,1,100,1,3.0
2012,10,2,0,1,32.0,4,100,3,2.0
2012,11,2,0,0,27.0,2,210,1,1.0
